date,Inflation,Labour,Financial,Monetary,Real,country,RECESSION
2003-08-01,44.166666666666664,88.75,30.833333333333336,28.749999999999996,80.0,DEU,0
2003-09-01,43.333333333333336,16.25,29.583333333333332,,38.333333333333336,JPN,0
2003-09-01,52.5,76.66666666666667,57.91666666666667,23.75,72.91666666666666,FRA,0
2003-09-01,,81.25,20.416666666666668,52.916666666666664,45.0,CAN,0
2003-09-01,,25.833333333333336,59.166666666666664,71.25,14.583333333333334,AUS,0
2003-09-01,36.666666666666664,85.0,22.916666666666664,30.416666666666664,78.75,DEU,0
2003-09-01,70.41666666666667,82.5,41.66666666666667,43.03030303030303,79.58333333333333,GBR,0
2003-09-01,83.75,86.25,5.0,5.0,85.83333333333333,USA,0
2003-10-01,,52.916666666666664,58.75,71.25,34.583333333333336,AUS,0
2003-10-01,45.0,90.83333333333333,18.333333333333332,28.749999999999996,92.91666666666667,DEU,0
2003-10-01,51.66666666666667,77.08333333333334,51.24999999999999,23.75,57.49999999999999,FRA,0
2003-10-01,35.41666666666667,79.58333333333333,34.583333333333336,63.85542168674698,79.58333333333333,GBR,0
2003-10-01,31.666666666666664,11.666666666666666,29.583333333333332,,36.666666666666664,JPN,0
2003-10-01,,89.16666666666667,13.333333333333334,48.75,87.08333333333333,CAN,0
2003-10-01,49.166666666666664,84.16666666666667,0.8333333333333334,17.083333333333332,84.16666666666667,USA,0
2003-11-01,28.749999999999996,81.66666666666667,28.749999999999996,69.46107784431138,78.33333333333333,GBR,0
2003-11-01,69.58333333333333,27.916666666666668,30.833333333333336,,60.0,JPN,0
2003-11-01,55.833333333333336,82.5,18.333333333333332,27.500000000000004,83.75,DEU,0
2003-11-01,,90.41666666666667,9.583333333333334,53.75,93.75,CAN,0
2003-11-01,48.75,87.08333333333333,44.166666666666664,24.166666666666668,85.41666666666666,FRA,0
2003-11-01,,55.833333333333336,58.75,75.41666666666667,50.0,AUS,0
2003-11-01,25.416666666666664,73.75,0.0,33.33333333333333,82.08333333333333,USA,0
2003-12-01,,84.16666666666667,7.5,53.333333333333336,87.5,CAN,0
2003-12-01,22.916666666666664,80.41666666666667,18.75,76.19047619047619,72.08333333333333,GBR,0
2003-12-01,22.916666666666664,57.91666666666667,0.0,34.583333333333336,75.0,USA,0
2003-12-01,47.91666666666667,81.25,40.416666666666664,30.0,41.25,FRA,0
2003-12-01,49.583333333333336,73.75,26.666666666666668,31.666666666666664,65.0,DEU,0
2003-12-01,,41.25,59.583333333333336,81.25,33.75,AUS,0
2003-12-01,70.41666666666667,10.833333333333334,34.166666666666664,,47.5,JPN,0
2004-01-01,57.91666666666667,9.166666666666666,35.41666666666667,,33.75,JPN,0
2004-01-01,18.333333333333332,77.08333333333334,0.8333333333333334,38.75,85.41666666666666,USA,0
2004-01-01,55.833333333333336,76.66666666666667,32.083333333333336,32.5,85.83333333333333,DEU,0
2004-01-01,48.333333333333336,89.58333333333334,38.75,30.833333333333336,67.08333333333333,FRA,0
2004-01-01,67.91666666666667,69.16666666666667,17.916666666666668,59.171597633136095,46.25,GBR,0
2004-01-01,,78.33333333333333,8.333333333333332,39.166666666666664,74.16666666666667,CAN,0
2004-01-01,,61.66666666666667,59.166666666666664,82.91666666666667,58.333333333333336,AUS,0
2004-02-01,,81.25,10.833333333333334,35.41666666666667,80.83333333333333,CAN,0
2004-02-01,36.666666666666664,71.66666666666667,19.166666666666668,77.05882352941177,74.16666666666667,GBR,0
2004-02-01,,53.333333333333336,57.08333333333333,83.75,33.33333333333333,AUS,0
2004-02-01,27.500000000000004,62.5,37.916666666666664,40.833333333333336,28.333333333333332,DEU,0
2004-02-01,32.083333333333336,17.916666666666668,37.5,,32.083333333333336,JPN,0
2004-02-01,11.25,57.08333333333333,2.5,48.333333333333336,75.0,USA,0
2004-02-01,34.583333333333336,88.75,40.0,35.833333333333336,69.58333333333333,FRA,0
2004-03-01,,41.25,55.41666666666667,84.58333333333333,49.166666666666664,AUS,0
2004-03-01,11.666666666666666,69.58333333333333,5.833333333333333,50.83333333333333,78.33333333333333,USA,0
2004-03-01,18.75,72.5,29.583333333333332,87.13450292397661,63.74999999999999,GBR,0
2004-03-01,,45.416666666666664,15.416666666666668,31.666666666666664,16.666666666666664,CAN,0
2004-03-01,35.0,85.83333333333333,41.25,41.66666666666667,62.5,FRA,0
2004-03-01,63.33333333333333,5.0,36.25,,18.333333333333332,JPN,0
2004-03-01,41.66666666666667,74.58333333333333,42.916666666666664,43.333333333333336,55.41666666666667,DEU,0
2004-04-01,,62.916666666666664,21.25,24.583333333333332,61.66666666666667,CAN,0
2004-04-01,78.75,77.91666666666667,45.83333333333333,29.166666666666668,77.08333333333334,DEU,0
2004-04-01,89.16666666666667,3.75,35.41666666666667,,17.916666666666668,JPN,0
2004-04-01,55.41666666666667,48.333333333333336,13.333333333333334,25.416666666666664,63.74999999999999,USA,0
2004-04-01,15.416666666666668,87.5,40.0,87.20930232558139,86.66666666666667,GBR,0
2004-04-01,,71.25,46.666666666666664,80.41666666666667,67.91666666666667,AUS,0
2004-04-01,50.0,64.16666666666667,42.5,31.666666666666664,24.166666666666668,FRA,0
2004-05-01,,73.75,41.25,75.83333333333333,83.33333333333334,AUS,0
2004-05-01,81.25,5.0,34.583333333333336,,18.75,JPN,0
2004-05-01,68.33333333333333,90.0,55.00000000000001,71.67630057803468,90.41666666666667,GBR,0
2004-05-01,96.25,89.58333333333334,49.166666666666664,6.25,94.16666666666667,DEU,0
2004-05-01,,26.25,31.25,21.666666666666668,20.0,CAN,0
2004-05-01,81.66666666666667,33.33333333333333,18.75,8.333333333333332,55.00000000000001,USA,0
2004-05-01,65.41666666666667,68.75,42.916666666666664,23.75,29.583333333333332,FRA,0
2004-06-01,30.833333333333336,3.75,32.916666666666664,,10.416666666666668,JPN,0
2004-06-01,80.0,85.0,52.083333333333336,33.33333333333333,91.25,DEU,0
2004-06-01,,50.416666666666664,38.75,21.25,43.75,CAN,0
2004-06-01,58.75,67.91666666666667,42.083333333333336,32.5,27.916666666666668,FRA,0
2004-06-01,83.33333333333334,32.5,24.166666666666668,10.833333333333334,69.58333333333333,USA,0
2004-06-01,85.0,76.66666666666667,71.25,64.9425287356322,75.0,GBR,0
2004-06-01,,62.083333333333336,40.0,78.75,65.0,AUS,0
2004-07-01,,83.33333333333334,37.5,80.41666666666667,85.83333333333333,AUS,0
2004-07-01,68.33333333333333,88.33333333333333,74.58333333333333,82.28571428571428,95.41666666666667,GBR,0
2004-07-01,59.166666666666664,84.58333333333333,41.25,34.583333333333336,78.75,FRA,0
2004-07-01,,53.333333333333336,45.0,27.500000000000004,68.33333333333333,CAN,0
2004-07-01,75.0,70.83333333333334,52.5,37.083333333333336,54.166666666666664,DEU,0
2004-07-01,80.0,15.416666666666668,31.666666666666664,24.166666666666668,24.166666666666668,USA,0
2004-07-01,50.0,13.333333333333334,33.75,,15.416666666666668,JPN,0
2004-08-01,74.16666666666667,25.416666666666664,39.58333333333333,37.5,55.41666666666667,USA,0
2004-08-01,,31.25,56.666666666666664,30.833333333333336,36.666666666666664,CAN,0
2004-08-01,54.166666666666664,15.833333333333332,37.083333333333336,,26.25,JPN,0
2004-08-01,72.5,82.91666666666667,54.166666666666664,41.25,86.25,DEU,0
2004-08-01,58.75,91.66666666666666,38.75,40.0,82.08333333333333,FRA,0
2004-08-01,56.666666666666664,72.08333333333333,66.25,86.36363636363636,65.83333333333333,GBR,0
2004-08-01,,84.16666666666667,35.41666666666667,80.41666666666667,78.33333333333333,AUS,0
2004-09-01,,79.16666666666666,30.416666666666664,82.5,77.08333333333334,AUS,0
2004-09-01,73.33333333333333,62.5,55.00000000000001,42.5,27.500000000000004,DEU,0
2004-09-01,,43.333333333333336,58.75,41.66666666666667,76.25,CAN,0
2004-09-01,61.66666666666667,25.833333333333336,44.166666666666664,51.66666666666667,57.91666666666667,USA,0
2004-09-01,43.75,88.33333333333333,48.333333333333336,88.70056497175142,92.91666666666667,GBR,0
2004-09-01,45.83333333333333,79.16666666666666,38.333333333333336,45.83333333333333,43.75,FRA,0
2004-09-01,29.583333333333332,12.5,42.5,,35.833333333333336,JPN,0
2004-10-01,,77.08333333333334,59.166666666666664,56.25,86.25,CAN,0
2004-10-01,,37.083333333333336,25.0,82.5,45.0,AUS,0
2004-10-01,85.41666666666666,18.75,43.75,36.25,22.5,USA,0
2004-10-01,56.666666666666664,91.25,34.166666666666664,83.14606741573034,94.16666666666667,GBR,0
2004-10-01,71.25,64.16666666666667,57.08333333333333,47.5,24.583333333333332,DEU,0
2004-10-01,45.416666666666664,81.66666666666667,37.083333333333336,50.0,56.25,FRA,0
2004-10-01,97.91666666666666,14.583333333333334,45.0,,33.33333333333333,JPN,0
2004-11-01,66.66666666666666,65.41666666666667,60.416666666666664,52.916666666666664,22.083333333333332,DEU,0
2004-11-01,11.666666666666666,9.166666666666666,46.666666666666664,,16.666666666666664,JPN,0
2004-11-01,90.0,42.5,39.166666666666664,24.166666666666668,58.75,USA,0
2004-11-01,,36.25,25.416666666666664,79.16666666666666,31.25,AUS,0
2004-11-01,77.5,88.75,26.666666666666668,74.30167597765363,90.83333333333333,GBR,0
2004-11-01,41.25,75.41666666666667,39.166666666666664,58.333333333333336,47.91666666666667,FRA,0
2004-11-01,,80.41666666666667,57.49999999999999,60.0,81.25,CAN,0
2004-12-01,,58.333333333333336,33.75,80.41666666666667,65.83333333333333,AUS,0
2004-12-01,42.5,65.41666666666667,43.75,66.25,52.083333333333336,FRA,0
2004-12-01,78.33333333333333,82.5,66.25,52.5,70.83333333333334,DEU,0
2004-12-01,91.25,95.0,23.333333333333332,60.55555555555555,97.5,GBR,0
2004-12-01,87.08333333333333,39.58333333333333,35.41666666666667,43.75,45.83333333333333,USA,0
2004-12-01,,70.0,55.833333333333336,58.333333333333336,64.58333333333334,CAN,0
2004-12-01,20.416666666666668,15.0,48.333333333333336,,22.5,JPN,0
2005-01-01,57.49999999999999,77.08333333333334,71.66666666666667,65.0,53.75,DEU,0
2005-01-01,,36.25,46.25,75.41666666666667,30.416666666666664,AUS,0
2005-01-01,82.08333333333333,21.25,34.166666666666664,56.25,27.500000000000004,USA,0
2005-01-01,33.75,58.75,49.583333333333336,71.66666666666667,47.5,FRA,0
2005-01-01,,70.0,52.083333333333336,62.083333333333336,75.41666666666667,CAN,0
2005-01-01,48.333333333333336,18.75,49.166666666666664,,31.25,JPN,0
2005-01-01,73.33333333333333,95.41666666666667,29.583333333333332,76.24309392265194,97.08333333333333,GBR,0
2005-02-01,44.583333333333336,65.0,55.00000000000001,64.58333333333334,67.08333333333333,FRA,0
2005-02-01,,30.0,59.166666666666664,83.75,30.416666666666664,AUS,0
2005-02-01,87.91666666666667,39.58333333333333,38.75,52.5,39.166666666666664,USA,0
2005-02-01,0.0,22.083333333333332,50.416666666666664,,33.33333333333333,JPN,0
2005-02-01,80.0,96.25,37.083333333333336,68.13186813186813,98.33333333333333,GBR,0
2005-02-01,,60.83333333333333,55.833333333333336,69.58333333333333,57.91666666666667,CAN,0
2005-02-01,81.66666666666667,94.16666666666667,73.75,50.83333333333333,95.83333333333334,DEU,0
2005-03-01,98.33333333333333,93.33333333333333,50.0,27.86885245901639,96.66666666666667,GBR,0
2005-03-01,88.33333333333333,19.583333333333332,46.666666666666664,53.333333333333336,37.916666666666664,USA,0
2005-03-01,71.66666666666667,86.66666666666667,76.25,53.75,91.66666666666666,DEU,0
2005-03-01,78.33333333333333,27.916666666666668,50.416666666666664,,42.5,JPN,0
2005-03-01,,84.16666666666667,59.166666666666664,70.41666666666667,91.25,CAN,0
2005-03-01,51.66666666666667,77.08333333333334,59.583333333333336,58.75,85.41666666666666,FRA,0
2005-03-01,,68.75,65.41666666666667,85.0,52.916666666666664,AUS,0
2005-04-01,80.41666666666667,21.666666666666668,49.583333333333336,72.5,27.083333333333332,USA,0
2005-04-01,,49.166666666666664,63.74999999999999,72.91666666666666,64.16666666666667,CAN,0
2005-04-01,39.166666666666664,69.58333333333333,60.83333333333333,71.66666666666667,61.25000000000001,FRA,0
2005-04-01,32.5,25.833333333333336,49.583333333333336,,34.583333333333336,JPN,0
2005-04-01,,40.0,65.83333333333333,86.25,32.916666666666664,AUS,0
2005-04-01,22.5,94.58333333333333,76.25,72.91666666666666,95.83333333333334,DEU,0
2005-04-01,98.33333333333333,90.83333333333333,68.33333333333333,23.369565217391305,87.5,GBR,0
2005-05-01,,85.83333333333333,65.41666666666667,75.83333333333333,84.58333333333333,CAN,0
2005-05-01,25.416666666666664,53.333333333333336,60.0,77.91666666666667,26.666666666666668,FRA,0
2005-05-01,18.75,75.41666666666667,72.08333333333333,76.25,52.916666666666664,DEU,0
2005-05-01,23.333333333333332,30.416666666666664,45.416666666666664,,38.75,JPN,0
2005-05-01,30.833333333333336,24.583333333333332,48.333333333333336,96.25,42.916666666666664,USA,0
2005-05-01,86.66666666666667,91.25,80.0,56.75675675675676,88.33333333333333,GBR,0
2005-05-01,,39.58333333333333,63.74999999999999,86.25,22.916666666666664,AUS,0
2005-06-01,,32.5,61.66666666666667,88.75,38.75,AUS,0
2005-06-01,23.75,58.75,63.33333333333333,77.08333333333334,15.833333333333332,DEU,0
2005-06-01,27.916666666666668,82.5,55.41666666666667,80.0,82.91666666666667,FRA,0
2005-06-01,0.0,25.833333333333336,42.083333333333336,,45.83333333333333,JPN,0
2005-06-01,85.41666666666666,88.75,82.91666666666667,55.376344086021504,90.0,GBR,0
2005-06-01,,66.25,65.83333333333333,79.16666666666666,72.91666666666666,CAN,0
2005-06-01,20.416666666666668,17.083333333333332,40.0,98.33333333333333,29.583333333333332,USA,0
2005-07-01,52.083333333333336,15.833333333333332,30.416666666666664,95.0,20.833333333333336,USA,0
2005-07-01,,24.166666666666668,63.74999999999999,87.91666666666667,29.166666666666668,AUS,0
2005-07-01,30.0,83.33333333333334,47.5,78.75,85.83333333333333,FRA,0
2005-07-01,26.666666666666668,66.66666666666666,50.0,72.5,23.333333333333332,DEU,0
2005-07-01,85.0,26.666666666666668,35.833333333333336,,55.41666666666667,JPN,0
2005-07-01,97.5,92.08333333333333,82.5,16.0427807486631,92.5,GBR,0
2005-07-01,,62.083333333333336,64.16666666666667,80.0,68.75,CAN,0
2005-08-01,33.75,43.333333333333336,36.25,77.5,13.333333333333334,FRA,0
2005-08-01,97.5,83.75,79.58333333333333,7.446808510638298,72.5,GBR,0
2005-08-01,73.75,22.916666666666664,28.333333333333332,,42.5,JPN,0
2005-08-01,25.833333333333336,52.916666666666664,37.5,72.5,12.916666666666668,DEU,0
2005-08-01,,18.75,64.16666666666667,85.83333333333333,19.583333333333332,AUS,0
2005-08-01,76.66666666666667,17.916666666666668,25.0,89.58333333333334,23.75,USA,0
2005-08-01,,85.0,62.083333333333336,83.33333333333334,89.16666666666667,CAN,0
2005-09-01,40.833333333333336,65.83333333333333,26.666666666666668,72.5,35.833333333333336,DEU,0
2005-09-01,99.16666666666667,87.08333333333333,68.75,1.0582010582010581,66.66666666666666,GBR,0
2005-09-01,,65.41666666666667,56.25,84.16666666666667,58.75,CAN,0
2005-09-01,,44.166666666666664,60.0,87.08333333333333,40.833333333333336,AUS,0
2005-09-01,88.33333333333333,11.666666666666666,21.666666666666668,70.83333333333334,11.25,USA,0
2005-09-01,46.666666666666664,81.25,30.416666666666664,77.91666666666667,78.75,FRA,0
2005-09-01,0.0,25.416666666666664,26.25,,39.166666666666664,JPN,0
2005-10-01,,65.83333333333333,40.833333333333336,84.58333333333333,72.91666666666666,CAN,0
2005-10-01,13.750000000000002,34.583333333333336,21.666666666666668,,45.416666666666664,JPN,0
2005-10-01,97.91666666666666,96.66666666666667,48.75,4.736842105263158,91.66666666666666,GBR,0
2005-10-01,38.333333333333336,86.25,27.083333333333332,78.75,89.16666666666667,FRA,0
2005-10-01,32.5,55.41666666666667,14.583333333333334,71.25,32.083333333333336,DEU,0
2005-10-01,75.0,32.916666666666664,15.833333333333332,90.41666666666667,56.666666666666664,USA,0
2005-10-01,,90.83333333333333,54.166666666666664,84.16666666666667,84.16666666666667,AUS,0
2005-11-01,36.25,30.833333333333336,12.5,97.5,45.0,USA,0
2005-11-01,87.91666666666667,92.5,33.33333333333333,34.031413612565444,80.41666666666667,GBR,0
2005-11-01,32.916666666666664,57.08333333333333,20.833333333333336,80.0,30.416666666666664,FRA,0
2005-11-01,,27.916666666666668,35.833333333333336,88.33333333333333,60.0,CAN,0
2005-11-01,17.916666666666668,37.083333333333336,18.75,,34.166666666666664,JPN,0
2005-11-01,28.333333333333332,50.416666666666664,12.083333333333334,74.16666666666667,36.25,DEU,0
2005-11-01,,71.66666666666667,52.5,82.91666666666667,57.91666666666667,AUS,0
2005-12-01,,85.0,52.5,85.83333333333333,60.83333333333333,AUS,0
2005-12-01,,53.75,31.25,94.16666666666667,67.08333333333333,CAN,0
2005-12-01,21.666666666666668,33.33333333333333,15.416666666666668,,29.166666666666668,JPN,0
2005-12-01,45.83333333333333,31.666666666666664,8.75,97.08333333333333,55.41666666666667,USA,0
2005-12-01,34.583333333333336,80.41666666666667,17.083333333333332,86.25,68.33333333333333,FRA,0
2005-12-01,70.0,77.08333333333334,17.083333333333332,61.458333333333336,12.083333333333334,GBR,0
2005-12-01,19.583333333333332,29.583333333333332,8.75,91.66666666666666,22.083333333333332,DEU,0
2006-01-01,,88.33333333333333,54.166666666666664,87.08333333333333,62.5,AUS,0
2006-01-01,65.0,34.583333333333336,13.750000000000002,,30.416666666666664,JPN,0
2006-01-01,62.5,85.83333333333333,14.166666666666666,82.5,72.08333333333333,FRA,0
2006-01-01,79.16666666666666,92.08333333333333,8.75,54.40414507772021,80.41666666666667,GBR,0
2006-01-01,52.916666666666664,27.083333333333332,7.083333333333333,82.5,20.833333333333336,DEU,0
2006-01-01,74.16666666666667,12.083333333333334,5.833333333333333,92.5,17.916666666666668,USA,0
2006-01-01,,54.166666666666664,29.583333333333332,96.66666666666667,42.5,CAN,0
2006-02-01,,90.0,59.166666666666664,81.25,80.41666666666667,AUS,0
2006-02-01,43.75,5.416666666666667,6.25,85.41666666666666,2.083333333333333,DEU,0
2006-02-01,65.0,43.75,10.416666666666668,95.41666666666667,72.91666666666666,USA,0
2006-02-01,,57.91666666666667,30.416666666666664,97.91666666666666,65.0,CAN,0
2006-02-01,44.166666666666664,18.75,14.166666666666666,,31.666666666666664,JPN,0
2006-02-01,79.16666666666666,89.58333333333334,5.416666666666667,50.0,53.75,GBR,0
2006-02-01,47.91666666666667,91.66666666666666,13.750000000000002,85.41666666666666,85.0,FRA,0
2006-03-01,48.333333333333336,75.83333333333333,2.9166666666666665,63.589743589743584,6.666666666666667,GBR,0
2006-03-01,,35.41666666666667,35.41666666666667,98.75,33.75,CAN,0
2006-03-01,,69.58333333333333,64.58333333333334,74.16666666666667,67.08333333333333,AUS,0
2006-03-01,64.16666666666667,25.416666666666664,17.916666666666668,,31.25,JPN,0
2006-03-01,31.25,72.91666666666666,17.083333333333332,87.91666666666667,33.75,FRA,0
2006-03-01,47.91666666666667,40.416666666666664,14.583333333333334,96.25,64.16666666666667,USA,0
2006-03-01,22.916666666666664,5.416666666666667,7.083333333333333,93.75,2.083333333333333,DEU,0
2006-04-01,66.66666666666666,5.833333333333333,8.75,69.58333333333333,7.5,DEU,0
2006-04-01,,81.25,39.58333333333333,100.0,82.91666666666667,CAN,0
2006-04-01,40.0,92.08333333333333,21.25,83.75,92.08333333333333,FRA,0
2006-04-01,,87.08333333333333,65.0,72.5,82.5,AUS,0
2006-04-01,68.75,94.16666666666667,2.083333333333333,51.02040816326531,81.25,GBR,0
2006-04-01,0.0,25.0,21.666666666666668,,29.166666666666668,JPN,0
2006-04-01,37.916666666666664,28.333333333333332,20.416666666666668,96.66666666666667,46.666666666666664,USA,0
2006-05-01,,68.75,55.00000000000001,79.58333333333333,65.83333333333333,AUS,0
2006-05-01,60.416666666666664,7.083333333333333,14.166666666666666,79.16666666666666,13.333333333333334,DEU,0
2006-05-01,61.25000000000001,62.916666666666664,25.416666666666664,79.16666666666666,40.0,FRA,0
2006-05-01,77.08333333333334,51.24999999999999,26.666666666666668,85.0,72.08333333333333,USA,0
2006-05-01,,30.833333333333336,54.166666666666664,100.0,59.166666666666664,CAN,0
2006-05-01,51.24999999999999,25.833333333333336,27.500000000000004,,29.583333333333332,JPN,0
2006-05-01,76.25,81.66666666666667,1.25,42.13197969543147,11.25,GBR,0
2006-06-01,17.5,32.5,31.666666666666664,,20.0,JPN,0
2006-06-01,,88.33333333333333,34.583333333333336,82.91666666666667,83.75,AUS,0
2006-06-01,,75.83333333333333,61.25000000000001,100.0,87.91666666666667,CAN,0
2006-06-01,58.333333333333336,13.333333333333334,16.666666666666664,87.08333333333333,46.25,DEU,0
2006-06-01,79.16666666666666,92.91666666666667,0.8333333333333334,40.909090909090914,69.16666666666667,GBR,0
2006-06-01,54.166666666666664,55.833333333333336,27.500000000000004,85.83333333333333,36.666666666666664,FRA,0
2006-06-01,84.58333333333333,25.833333333333336,33.75,77.91666666666667,30.833333333333336,USA,0
2006-07-01,70.83333333333334,46.666666666666664,36.666666666666664,91.66666666666666,51.24999999999999,USA,0
2006-07-01,17.916666666666668,27.083333333333332,35.833333333333336,,21.25,JPN,0
2006-07-01,,67.5,11.25,85.0,64.16666666666667,AUS,0
2006-07-01,,85.0,62.5,99.16666666666667,86.25,CAN,0
2006-07-01,52.5,72.91666666666666,26.666666666666668,89.58333333333334,55.41666666666667,FRA,0
2006-07-01,45.83333333333333,9.583333333333334,19.166666666666668,95.0,37.5,DEU,0
2006-07-01,58.333333333333336,88.75,0.4166666666666667,63.31658291457286,36.25,GBR,0
2006-08-01,27.916666666666668,4.583333333333333,20.833333333333336,98.75,7.916666666666666,DEU,0
2006-08-01,41.66666666666667,60.416666666666664,32.083333333333336,95.0,67.91666666666667,USA,0
2006-08-01,7.916666666666666,33.33333333333333,36.25,,30.0,JPN,0
2006-08-01,,78.75,2.5,90.83333333333333,70.41666666666667,AUS,0
2006-08-01,57.91666666666667,77.91666666666667,0.0,74.5,9.166666666666666,GBR,0
2006-08-01,45.416666666666664,83.75,24.166666666666668,92.91666666666667,87.91666666666667,FRA,0
2006-08-01,,82.5,62.083333333333336,98.75,85.0,CAN,0
2006-09-01,6.25,57.91666666666667,25.416666666666664,100.0,80.83333333333333,USA,0
2006-09-01,,65.41666666666667,1.6666666666666667,94.16666666666667,63.33333333333333,AUS,0
2006-09-01,13.333333333333334,8.333333333333332,20.416666666666668,99.16666666666667,27.916666666666668,DEU,0
2006-09-01,45.416666666666664,81.25,0.0,81.59203980099502,34.166666666666664,GBR,0
2006-09-01,,93.75,60.0,99.16666666666667,97.91666666666666,CAN,0
2006-09-01,11.25,41.66666666666667,33.33333333333333,,43.333333333333336,JPN,0
2006-09-01,19.583333333333332,62.916666666666664,20.0,97.08333333333333,65.83333333333333,FRA,0
2006-10-01,52.916666666666664,57.49999999999999,0.0,82.17821782178217,8.333333333333332,GBR,0
2006-10-01,13.750000000000002,5.833333333333333,17.916666666666668,99.16666666666667,11.25,DEU,0
2006-10-01,20.833333333333336,23.333333333333332,31.666666666666664,,16.25,JPN,0
2006-10-01,3.75,47.5,19.166666666666668,100.0,75.0,USA,0
2006-10-01,,30.833333333333336,1.6666666666666667,94.16666666666667,42.5,AUS,0
2006-10-01,,87.08333333333333,49.583333333333336,97.5,93.33333333333333,CAN,0
2006-10-01,18.75,40.416666666666664,15.416666666666668,97.5,38.333333333333336,FRA,0
2006-11-01,35.833333333333336,63.33333333333333,13.333333333333334,97.08333333333333,89.58333333333334,FRA,0
2006-11-01,,60.0,2.083333333333333,95.41666666666667,65.41666666666667,AUS,0
2006-11-01,75.83333333333333,67.08333333333333,0.0,73.89162561576354,17.083333333333332,GBR,0
2006-11-01,20.416666666666668,2.5,15.833333333333332,98.75,5.416666666666667,DEU,0
2006-11-01,,89.58333333333334,37.5,96.25,82.5,CAN,0
2006-11-01,9.166666666666666,59.166666666666664,14.583333333333334,97.5,81.25,USA,0
2006-11-01,25.416666666666664,23.333333333333332,30.0,,35.41666666666667,JPN,0
2006-12-01,40.0,42.5,12.5,96.25,57.91666666666667,FRA,0
2006-12-01,7.916666666666666,27.500000000000004,29.583333333333332,,26.25,JPN,0
2006-12-01,83.33333333333334,92.08333333333333,0.0,66.66666666666666,92.5,GBR,0
2006-12-01,,82.5,31.25,94.16666666666667,86.66666666666667,CAN,0
2006-12-01,,38.333333333333336,2.9166666666666665,94.58333333333333,48.333333333333336,AUS,0
2006-12-01,16.25,30.833333333333336,11.25,96.25,48.75,USA,0
2006-12-01,27.916666666666668,0.4166666666666667,14.583333333333334,98.33333333333333,0.4166666666666667,DEU,0
2007-01-01,,16.666666666666664,5.0,91.25,17.083333333333332,AUS,0
2007-01-01,7.083333333333333,84.16666666666667,9.166666666666666,97.08333333333333,93.33333333333333,USA,0
2007-01-01,71.25,63.74999999999999,0.0,79.02439024390245,24.583333333333332,GBR,0
2007-01-01,24.166666666666668,7.083333333333333,13.333333333333334,97.5,16.25,DEU,0
2007-01-01,34.166666666666664,39.58333333333333,29.583333333333332,50.0,58.75,JPN,0
2007-01-01,,87.5,23.333333333333332,90.41666666666667,92.5,CAN,0
2007-01-01,19.583333333333332,49.166666666666664,11.666666666666666,95.83333333333334,64.16666666666667,FRA,0
2007-02-01,17.5,31.25,12.083333333333334,95.41666666666667,23.333333333333332,FRA,0
2007-02-01,24.166666666666668,5.833333333333333,13.333333333333334,97.08333333333333,9.166666666666666,DEU,0
2007-02-01,,25.416666666666664,6.666666666666667,90.41666666666667,20.833333333333336,AUS,0
2007-02-01,70.41666666666667,75.41666666666667,0.8333333333333334,82.03883495145631,62.5,GBR,0
2007-02-01,78.75,40.416666666666664,30.833333333333336,45.45454545454545,31.666666666666664,JPN,0
2007-02-01,12.916666666666668,62.5,5.416666666666667,92.5,75.0,USA,0
2007-02-01,,88.33333333333333,20.0,87.5,93.33333333333333,CAN,0
2007-03-01,33.33333333333333,40.833333333333336,13.750000000000002,95.0,46.666666666666664,FRA,0
2007-03-01,50.416666666666664,49.583333333333336,34.583333333333336,83.33333333333334,67.08333333333333,JPN,0
2007-03-01,24.166666666666668,56.666666666666664,5.416666666666667,88.75,63.74999999999999,USA,0
2007-03-01,,26.666666666666668,8.75,94.16666666666667,17.5,AUS,0
2007-03-01,,89.58333333333334,19.166666666666668,85.41666666666666,93.75,CAN,0
2007-03-01,86.25,84.16666666666667,1.25,70.04830917874396,86.66666666666667,GBR,0
2007-03-01,57.49999999999999,9.583333333333334,13.750000000000002,96.66666666666667,30.833333333333336,DEU,0
2007-04-01,29.166666666666668,35.833333333333336,44.583333333333336,76.92307692307693,41.25,JPN,0
2007-04-01,,88.33333333333333,18.75,79.58333333333333,91.25,CAN,0
2007-04-01,69.58333333333333,67.91666666666667,2.083333333333333,80.76923076923077,73.75,GBR,0
2007-04-01,,28.749999999999996,10.0,89.58333333333334,35.0,AUS,0
2007-04-01,39.58333333333333,12.083333333333334,14.583333333333334,96.66666666666667,44.166666666666664,DEU,0
2007-04-01,16.25,67.91666666666667,5.0,88.75,80.0,USA,0
2007-04-01,27.916666666666668,36.25,14.583333333333334,92.91666666666667,35.41666666666667,FRA,0
2007-05-01,48.333333333333336,9.166666666666666,16.666666666666664,96.25,22.5,DEU,0
2007-05-01,15.0,50.0,15.416666666666668,93.75,76.66666666666667,FRA,0
2007-05-01,,32.5,9.166666666666666,82.08333333333333,36.666666666666664,AUS,0
2007-05-01,45.0,65.83333333333333,2.9166666666666665,88.99521531100478,77.91666666666667,GBR,0
2007-05-01,,90.0,19.166666666666668,73.75,88.33333333333333,CAN,0
2007-05-01,11.666666666666666,54.166666666666664,5.416666666666667,89.16666666666667,52.5,USA,0
